Code Size (B),Execution Time (µs),Memory Usage (KB)
87,243,24192
1027,1759,25632
1716,2013,25632
1677,2767,27072
3457,6408,27648
7854,13267,30240
1597,2279,26208
1285,689,24768
843,1106,25920
738,1454,25632
670,1850,26208
444,668,24480
2196,2414,26496
442,415,24192
639,1552,25632
3633,5790,27648
889,1503,25920
1025,1092,25632
3900,5681,27648
558,610,24480
1233,985,25632
1893,1213,25056
439,1980,25920
155,306,24480
87,239,23904
754,1176,25632
1551,3606,26496
753,472,24192
3145,2256,26208
1516,1110,25632
920,2219,23904
965,581,24480
1911,1956,25632
169,864,24480
1474,4463,26208
1137,609,24480
87,304,23616
904,661,24768
1111,1407,25920
453,1020,25344
5871,9710,28800
401,332,24480
576,470,24480
454,459,24192
1311,1843,26496
4427,3673,26784
664,1440,25632
413,354,24480
11503,18709,30816
539,526,24480
632,1409,25056
1561,2142,25344
666,1089,25632
1196,2246,25344
1419,1846,25920
810,1341,25632
7227,12496,27648
5680,9801,28800
304,467,24480
2403,5471,27936
866,588,24192
8211,16878,30240
288,445,23904
2247,1377,25920
2134,1771,26208
495,398,24768
830,913,24768
1033,2926,27072
666,966,24480
1078,2182,26208
540,972,25056
6767,8138,29088
4243,7040,27936
2496,979,24192
2360,3203,26784
87,238,23616
802,1271,25920
1044,618,24480
341,343,24768
250,661,25344
2014,1091,25344
1062,1721,25632
10857,9536,28224
5292,5811,27360
3277,8444,27648
8193,11372,28800
695,914,25344
2017,3361,26208
1458,1038,25920
2720,2069,26208
832,2372,26496
6830,8124,27936
1205,1718,26208
145,296,24768
1170,2761,26208
462,429,24480
441,976,25920
443,354,24480
1955,1894,26208
1309,1911,25632
1944,2839,26208
1090,1366,26208
87,230,23904
202,1042,25632
1754,4220,26208
787,526,24480
5613,16415,30240
1581,1125,25632
1462,1843,25920
662,488,24480
3496,2960,26496
408,341,24768
882,1344,25632
2675,2030,26208
1712,1924,26208
2313,1045,25920
2760,6393,28224
2117,4714,27072
1348,1584,25632
379,367,24480
1393,2927,25920
644,572,24480
366,1131,25920
1763,2688,25632
4607,10304,26496
1625,712,25056
2100,2183,26496
13585,26313,33408
1990,2280,25632
4883,11888,28512
255,291,24192
2010,2130,26208
2572,7178,28224
87,232,23904
394,1816,25920
1075,1568,25344
684,2345,25056
345,378,24480
314,398,24192
6175,16010,30240
3567,4243,27072
1340,2000,26208
165,383,24192
621,2191,25632
934,1326,25056
6443,9715,28224
1265,661,24480
964,1100,25632
2492,3121,26496
211,315,24192
8824,17865,28800
812,470,24480
1258,1732,26208
4522,8217,28512
1046,1135,25632
2754,3443,26784
12131,26975,33120
1496,966,25344
1359,3716,26784
6000,12451,29664
272,881,25632
1771,1933,26208
3462,4270,27072
4571,5794,27360
870,1767,26208
1236,2139,25920
1864,2001,25632
1044,820,24192
462,351,24192
1243,717,24480
5387,4123,27072
1370,2047,25632
2713,7007,26784
629,791,25344
579,616,24192
2236,2785,26784
1280,1610,25920
2880,7087,28512
2342,2777,26208
7341,11393,29088
892,1270,25920
1468,1196,25632
4283,5754,27936
231,492,24480
3073,9304,28512
440,542,23904
371,780,25632
1643,2043,25632
3044,4935,27360
3225,4086,26784
1754,2178,25632
807,539,24768
1543,1985,25632
1001,1988,26208
269,321,24480
9797,16665,31104
4985,2833,25920
4076,4365,27072
225,420,24192
5832,11044,29664
1429,2307,25920
6636,19780,31392
2162,3430,26784
264,576,25344
532,986,25632
1101,1139,25920
491,1280,24480
9994,18477,30240
846,902,25344
570,450,24480
694,1119,25344
6036,14549,29664
23711,40944,34272
1134,1466,25920
5644,7706,27936
511,418,23904
1342,712,24768
1446,2376,26208
494,1014,25920
298,490,23616
2261,1959,26208
852,441,24480
211,330,23904
87,240,23904
87,244,23328
1195,1329,25920
247,307,23616
463,341,23904
3392,8062,28800
419,447,24192
505,948,25632
309,329,24480
1994,2546,26784
840,1059,25632
1228,2288,26496
489,444,24192
7489,15603,29376
632,1318,25632
192,941,25344
3341,4276,26784
9931,14960,30528
1819,3451,27360
3579,5753,27648
795,578,24480
673,569,24768
87,242,23904
10491,23795,32256
7881,16610,30528
3172,2885,25920
9603,12359,29376
530,751,25920
519,564,24192
236,463,24768
1456,1763,25632
1373,1742,26208
159,515,24480
450,354,24480
485,1704,25920
1661,1180,25632
87,242,24192
1123,581,25056
1174,2315,25920
380,358,24768
2893,6570,27936
4824,8105,28224
849,613,25056
743,1446,25920
1300,633,24768
793,1931,25344
1015,1949,25344
1111,2592,26208
1343,1924,25632
1186,922,25056
853,2301,25344
4694,4951,27936
389,466,24480
576,1175,24768
13026,24793,31680
485,961,25632
3770,3171,27072
833,2181,25920
4914,4863,27072
3822,5326,27648
405,391,24192
1239,2015,26208
1959,2933,25632
496,705,25344
367,513,24768
261,1056,25920
1909,1792,26496
613,1773,25056
1984,2203,26496
487,413,24768
3310,4946,25632
735,484,24192
1307,757,25056
2157,4351,26496
1565,2195,26208
1012,587,24480
6682,12932,28800
838,1588,25920
1470,812,24768
4394,8112,28224
3360,3533,26784
1067,1164,25632
196,518,24480
2109,1901,25920
138,284,24192
624,1454,25632
1014,2160,26208
582,971,25344
1231,1122,25920
2663,4378,27072
1601,1744,25920
1065,751,24192
3924,6829,28224
1079,1135,25920
138,288,24480
7374,12216,29376
2422,4351,27360
1638,1465,25632
1538,2007,26208
2694,5200,27936
260,461,24768
1849,4159,27072
602,421,24768
6102,6948,27936
3559,2677,26208
2080,5225,26784
996,705,25056
454,526,24192
724,811,25920
228,385,24192
3496,4000,27360
519,505,24192
2994,5494,27360
249,401,23904
3610,6070,28224
397,1143,25344
2185,1886,25920
262,346,24768
2098,3888,25632
740,391,24480
3299,4720,26784
1007,1281,25632
10227,17024,31104
3302,2614,26208
2848,2243,26208
594,1256,25632
3341,8116,28512
752,474,24192
1674,1983,26208
1780,1551,25632
1739,2430,25920
2663,2390,26496
249,341,24480
5465,8310,27936
148,330,24480
607,556,24768
406,560,24192
1333,1889,25632
3325,2376,26496
1392,660,24768
3683,10428,28512
2724,2236,26208
845,2739,25632
1811,2364,25632
677,679,25344
502,1726,25920
5362,7053,27648
87,233,24192
540,774,25632
458,868,25344
536,1356,25920
756,708,24768
3626,5485,28224
667,849,25920
5496,11538,28800
902,474,23904
2585,5671,27360
3511,5375,27360
2716,5783,28512
1356,1127,25920
1191,880,24768
4403,8186,27648
1206,716,25056
406,1277,25920
4958,14051,30240
201,707,25920
6836,8838,28800
2144,871,24768
635,779,25632
573,441,24480
675,1773,25632
1315,958,25056
747,1015,25056
939,509,24480
2975,3816,26784
398,995,25920
1115,623,25056
4263,8930,28224
5618,10072,28800
1043,939,25632
995,596,24192
659,1001,25632
407,516,23904
2476,4145,26784
16129,26881,33120
3841,4058,26208
3063,3690,26496
1317,1768,25632
1197,1603,25632
1023,553,24768
2199,1899,26496
1354,6330,27072
1804,3614,26784
17466,30410,33408
9651,18944,30240
4854,9659,28512
528,642,25056
2471,2140,26496
525,428,24192
1286,1122,25632
5410,11401,29664
4170,4323,27072
1104,2628,26496
2780,3173,27072
5868,12794,29376
4489,6821,28224
1100,589,24480
1267,1390,26496
1275,986,25632
794,1206,25344
3606,5310,27936
3874,8223,27936
411,875,25632
5810,9469,28800
650,1120,25344
87,637,23616
735,702,24768
1712,1529,25920
927,1399,26208
11381,13317,30240
2654,4648,27360
1003,743,25632
2814,3786,25632
3062,8462,27360
7224,16893,29376
614,482,24192
6692,6263,27648
3938,6908,26496
3064,6649,27936
267,1109,25632
8952,21164,31104
1892,2341,25632
872,733,24192
10078,20337,31680
9134,11365,29664
10310,12951,30240
10676,6850,27360
1613,725,24480
2269,4545,27360
493,364,24480
19954,31328,34560
1132,1791,25632
1022,643,24768
491,361,24480
488,1300,25920
1560,2370,26496
1334,2396,25920
244,346,24768
1065,1072,25056
1439,1921,25920
7214,10752,29664
231,329,23904
258,391,24768
715,500,24480
10505,15791,30528
5909,7635,28224
827,1227,25632
4902,9644,29088
1788,2531,26208
2443,892,24192
318,364,23904
12572,25062,33408
1832,825,24480
10256,20316,31104
1113,1823,25632
816,1331,25632
15750,23596,31968
1297,1707,25920
10518,19089,31680
7329,10932,29376
1301,737,25344
266,1008,25920
5481,6929,27648
199,298,24480
20783,30139,34272
433,498,23904
17371,20839,32544
812,576,24480
1738,1935,25920
1991,1757,25056
8488,11948,28800
2286,1751,26208
3386,5227,27360
551,341,24480
393,355,23904
3289,6463,27360
262,350,24192
259,305,24480
347,546,24480
332,832,25344
2173,2462,26496
1411,1916,26496
9072,13559,29952
564,945,25920
2598,4992,27648
1462,2570,26208
1520,2693,26208
324,467,24480
1145,1716,24768
5347,7334,28224
1014,660,24480
1563,1096,25056
785,3055,25056
2444,797,24768
1166,5056,25920
884,1425,25344
1245,2681,26208
661,561,24480
503,1104,25920
2027,2618,26496
1516,1659,25632
3564,6233,27360
772,1625,26208
645,985,25344
199,298,24480
2000,1912,26208
1879,1822,25920
3628,1245,25632
485,409,24192
1874,3129,26208
771,1733,26208
1116,1217,25920
2297,3707,26784
382,1180,24480
3916,6419,27648
451,336,24192
193,864,25344
524,491,24192
1066,1896,25920
1876,2642,25632
7593,8971,28512
4731,5443,27648
1185,1766,26208
2842,1923,26208
1465,2260,26208
1224,1601,25632
2841,1204,24480
1025,892,24192
10096,24498,31968
406,455,24480
392,1833,25344
2334,4346,27072
494,1333,25920
1541,1491,26208
483,521,24768
3607,4108,26496
889,2512,25632
398,370,23904
4413,6481,27936
1168,1354,26208
777,650,25344
1131,2953,26784
137,298,24480
1965,1063,25632
2080,1360,24768
6568,9050,28800
6451,11620,29088
943,504,24192
1191,520,24192
10492,10631,28800
868,530,24768
683,1312,25632
603,542,24480
9905,15325,30240
8140,20963,30528
398,367,24480
1254,799,25056
3751,3015,26496
811,1475,25056
87,246,24192
7374,11627,28800
589,388,24480
1870,6064,26784
3152,3781,27072
3690,5682,27936
9856,13509,30528
8708,20842,29952
3486,3919,26784
1856,1533,25920
1413,1210,25920
614,435,24480
624,790,25056
9594,18658,30528
3972,4642,27648
2028,2082,26496
9351,20498,31392
1859,868,25056
1291,921,25632
546,584,24768
5673,8844,28512
236,521,25056
1152,1075,25344
3139,5220,27648
886,1686,25632
6699,7870,28800
862,1730,25632
1545,4316,27360
1126,1952,25632
2335,2499,26208
884,1203,25056
160,294,24192
245,405,23904
940,1671,26208
1141,1743,25632
754,1311,25344
615,1266,25344
1152,2227,25632
13775,35619,33696
1263,2535,26208
3438,7447,27360
847,651,23904
331,476,24768
10368,15634,28800
741,1133,25632
367,1000,25632
490,761,24480
1466,1360,25920
6139,9877,29088
646,515,24768
697,1402,25920
2218,2476,25920
633,385,24480
379,332,24480
338,1032,25632
1460,1193,25920
8286,12506,29088
838,1013,25920
2941,5788,27648
1419,854,24480
239,319,24768
10167,19796,31968
696,844,25344
475,970,24768
837,1145,25920
8475,11928,29088
345,401,24480
2367,2738,26208
561,430,24192
3491,11989,28800
5565,9718,29088
815,1518,26208
1531,1219,25632
3846,7989,26784
12709,28264,33408
815,737,25632
2685,4269,26784
950,480,24480
427,1670,25632
4132,11949,29376
8155,15499,30816
2138,2678,26496
4325,9338,28224
956,512,24480
1563,2143,25920
11086,20301,31104
2924,9433,28512
14030,22742,33120
653,508,24192
159,271,24480
466,665,25056
6450,15107,29952
433,476,24480
207,918,25344
14212,9310,28512
18111,22189,32256
763,1502,25920
1342,3301,26208
476,935,25632
1299,1835,26208
8400,10233,29376
459,369,23904
994,855,25920
1271,1047,25632
1477,1802,25920
1109,4636,25632
1928,3405,25920
1269,525,24768
1402,1655,26208
589,493,24480
1288,1835,25632
832,1561,25920
2371,4141,27936
136,295,24480
2681,2702,26784
1329,1438,25344
1775,817,24192
2916,6522,27936
546,1119,25632
332,352,24480
1935,5734,26784
841,414,24480
1056,744,24480
4607,8884,28224
2935,4858,26784
5085,10005,28512
187,645,25056
884,833,23904
319,318,24480
6061,9083,29088
821,1152,25632
463,1135,23616
2543,2602,26784
277,333,23616
2809,4171,27360
1868,2724,26496
1322,1802,25920
12582,13764,30528
933,553,24768
1179,792,24480
3763,7913,28512
465,419,24480
1349,1492,25920
8065,13254,30240
4342,10396,27936
358,351,24768
12435,30385,33120
819,1726,25632
11904,27395,32832
1700,3705,26496
1796,1433,26208
2028,855,25344
1199,885,25344
3066,2884,26496
1490,1944,25344
344,1559,25344
929,2498,25920
2775,2369,26496
2388,3719,25920
2969,5084,26784
11440,23414,32256
317,328,24480
1097,564,24480
3561,11374,27936
1087,1974,26208
1281,1118,25632
185,277,24192
524,1397,25632
1683,2836,25920
286,541,24192
647,706,24768
606,585,24768
1907,2348,25920
1853,2620,26496
3158,2399,26208
4850,11833,29376
6764,13585,29952
451,392,23904
9302,21709,31104
6371,13843,30528
9927,15279,31104
138,278,24192
579,353,24192
985,1149,25344
280,401,24480
1955,1845,26208
187,893,25056
1181,1549,25632
2964,4038,27072
4145,9654,27936
877,1386,25632
1379,2839,26496
1180,669,24480
599,686,24768
780,1023,25344
1580,2301,25632
917,497,24480
1162,1961,26208
497,398,24480
1288,1117,25056
11162,16146,31104
2085,3363,26208
749,714,25056
994,1096,25920
8052,11231,29376
1309,1924,25920
1496,1696,25920
382,356,23616
1057,1347,25344
87,578,24192
869,3294,25920
1212,662,25056
848,1815,26208
1933,1579,26208
267,545,24768
5927,9266,28800
421,731,25056
1333,1161,25920
1026,1610,25920
428,382,24768
680,1779,25632
1101,1771,26496
269,345,24192
568,362,24192
1542,1545,25632
931,519,24192
1091,1165,25632
1809,1569,26208
2948,4065,26496
289,377,23904
1551,2083,26208
2238,1518,26208
2280,1489,25920
462,421,24480
387,332,24480
383,1075,25920
1066,2144,24480
546,430,24768
381,370,24480
1485,3830,25920
9840,17130,30528
1404,943,24192
2588,3371,26784
671,1135,25632
972,1529,25920
87,250,24192
1353,668,24768
11089,16150,30816
4936,7927,28224
957,1619,25632
873,1029,25632
672,1635,24480
14805,33651,31968
1570,2761,26496
687,652,25344
789,2539,25920
860,2078,25344
12213,28839,32544
1651,962,25920
3490,6162,28224
2266,2309,26496
701,1099,25920
3517,2902,26496
87,398,24480
1130,730,25344
374,393,24768
6967,10767,28512
1644,2049,26496
1501,4579,27360
219,349,23904
1748,4122,27360
17294,27105,31968
8530,14906,30816
1879,4188,25920
1450,811,25344
15598,28655,33408
1904,2044,26208
3164,4973,27360
971,529,24480
470,492,24480
1187,711,24480
3155,3553,25920
729,521,23904
1538,833,24480
876,628,24480
1626,2138,26208
1660,1253,25632
2496,9872,28512
462,390,24480
2016,3158,26496
1313,840,24192
23601,42074,36576
2986,4640,26496
6032,7421,27936
4405,5005,27360
2512,1777,25632
384,785,25344
2105,2616,26208
3493,3568,27648
1531,2899,26784
2750,4070,27648
461,338,23904
219,398,24192
1341,801,25344
346,602,24768
2762,4148,26496
315,421,23904
261,876,23904
3289,5845,27648
2943,1950,26208
1723,2001,26496
630,912,25632
1229,1847,26208
9785,19761,31392
87,236,23904
1217,590,24480
379,2249,25056
2785,2823,26784
4163,4910,27072
3734,5373,27648
7141,13125,29952
87,237,23616
1657,1824,26208
396,954,24480
815,444,24480
912,549,25056
11206,14185,29952
985,823,25056
791,1156,25344
501,954,25344
1375,614,24768
416,1439,25056
1137,586,24480
2901,4385,26208
377,434,24192
1609,4428,27360
487,1642,25344
1434,3051,25920
685,1206,25632
4248,5596,27648
749,1307,25632
5369,5264,27936
281,430,24192
6051,24257,30528
1057,1316,25632
8942,24172,31680
6347,10631,29664
712,562,24480
3095,6797,27072
2051,2380,25056
3779,5678,27648
529,1133,24480
3554,4567,27360
7384,11265,29088
2867,5922,28224
1361,886,25344
1696,1531,26208
17052,37601,33984
1331,2940,26496
2709,1590,25344
5058,13166,27648
1654,2412,25632
2487,2010,26208
441,418,24768
254,429,24480
1297,2419,25920
1038,1270,25056
650,691,24192
5961,8410,28800
527,925,25920
1291,1691,25920
5681,7393,27648
1337,1345,25920
2317,2289,26496
6209,14240,29088
7654,14235,29376
4197,5805,27648
2711,5290,27072
5607,15360,30528
780,1408,25344
3235,8181,27936
405,1013,25920
1422,1688,26208
222,298,23904
1247,975,25632
7080,7837,28512
901,2079,26208
564,408,24768
4024,5746,27936
1200,1917,26496
2685,4049,27360
3459,5046,26208
2204,4651,26784
2037,1580,25920
2341,2461,25632
873,1669,25920
220,322,24480
2856,4242,27648
16027,34869,34848
87,243,24192
9102,17070,31104
1230,5005,25344
963,1166,25920
1279,1706,25920
1522,2085,25632
381,346,24768
87,309,23904
798,602,25056
465,1352,23904
14024,20199,31104
87,226,23328
836,1401,26208
7751,14187,29952
5347,11830,29952
4116,5655,27648
1292,2169,25632
1309,1059,25632
1293,1865,25344
1615,805,24192
1368,1318,26208
1244,758,25632
2148,7168,27648
4431,10587,28512
937,1452,25920
521,715,24768
1502,2286,24480
10214,12427,29664
7428,22285,30816
1010,537,24192
413,1377,25920
1381,2586,26208
1525,2723,26208
1502,956,24768
604,1030,25920
277,347,24480
1097,908,24192
578,1165,25920
679,1215,25056
4728,5873,27936
87,233,24480
5531,8237,28512
750,1853,25920
1780,3521,27072
5922,9182,29376
11091,21121,31680
3305,3549,27072
87,233,24192
1211,578,24192
1006,830,24768
87,234,24192
741,523,24480
6299,10343,28800
343,311,24480
5812,12361,29376
3171,5076,27648
4591,10902,29664
1211,1628,25632
312,888,24768
5209,10239,28224
872,645,24480
6164,11526,29088
478,400,24480
2257,2342,26496
7039,7946,28512
5550,11030,29088
9491,20331,31968
755,474,24768
354,529,23904
3610,4648,27648
4355,7793,28224
5527,10733,29088
322,407,24480
2232,3247,26784
239,361,24480
875,1282,25056
1126,1077,25920
448,1029,25920
1201,3056,25632
15519,32017,34848
330,566,25056
1597,4499,27360
454,1033,25920
1381,4597,26496
3215,2887,26208
722,678,24192
666,418,24192
900,497,24768
517,1830,25920
544,419,24192
1599,2075,25344
4840,10770,27648
2016,1714,25920
406,381,24768
2480,3039,26496
2740,6189,27648
2870,5618,27360
716,623,25344
596,975,25632
645,1598,25632
2032,1875,25920
479,446,24192
798,1823,25632
7140,13002,29088
8827,22614,30816
739,912,25632
522,381,24768
2228,3945,26496
405,377,24480
687,1016,25056
1186,1785,26208
1889,2660,25920
20376,30430,33696
990,796,24480
2077,3817,26784
463,354,24768
866,427,24480
1841,3909,26496
4084,4816,26784
5483,10089,28800
1132,587,24768
888,580,24480
379,347,24480
361,414,24480
1955,2634,25920
2883,4519,26784
461,582,23904
1080,1305,25632
1176,3801,25632
2539,3191,26208
5513,8779,28800
812,526,24480
378,1572,24768
169,461,24192
598,960,25344
140,315,23904
5896,7403,27936
474,844,25344
323,347,24768
3777,4836,27360
3062,1862,25632
1113,1851,26208
11945,28018,31680
8918,15922,28800
1693,1802,26208
301,680,24480
8405,17565,30528
150,422,24480
543,978,25632
1326,1629,25632
540,2278,25632
191,601,23904
944,1342,25344
2668,12161,27360
365,328,24480
944,2110,25344
13079,20893,31968
883,1475,25920
1453,1509,25920
1316,3599,25920
4798,4812,27360
525,546,25056
962,574,24480
273,350,24480
967,1562,25632
4847,7886,28800
173,1014,24192
1028,876,25632
15579,34300,35136
5837,9910,28800
1485,927,25344
617,754,25920
307,317,24192
2835,3075,26496
15922,29026,33984
4195,4902,27648
1275,2370,26496
504,1752,26496
1537,1696,25920
662,755,25920
87,256,23904
815,853,24480
2151,3721,27072
252,514,24192
740,837,25344
2062,1931,26496
16205,26860,31680
693,1312,25920
2767,5554,27648
3231,3891,27072
267,296,23904
685,971,25632
422,1442,26208
529,490,24480
9490,11958,29952
6002,8569,29088
2476,1046,24768
1445,2246,25920
656,999,25632
199,380,24192
511,374,24480
429,538,24768
1081,1552,25056
1630,1557,25920
5000,10019,29376
2863,4642,26496
7686,14227,29952
462,521,24768
2764,1164,25056
2903,3732,27072
964,1828,25632
300,707,25056
3432,5872,27936
1416,1693,25632
223,323,24768
303,345,24768
1001,627,24768
7749,12176,29952
4825,8983,28800
709,858,25920
5268,9344,28800
932,1706,25632
1613,2533,26208
1341,1822,25920
5288,8253,28800
341,1509,25056
5595,8109,28224
1090,745,24768
7593,12259,29664
969,983,25920
15635,25550,31968
159,269,24192
87,231,24192
1347,1499,25344
27598,51786,38016
1213,1554,25632
2562,4969,26784
8585,19895,30528
7033,18321,29952
481,777,25344
839,436,24480
13726,22530,32544
2667,4011,27072
823,2233,25920
3688,3075,26784
9993,13944,29952
5746,7680,28224
1953,1627,26496
309,342,24192
6151,13060,29088
1711,748,24192
1973,2196,26208
1197,2823,25920
426,465,24192
8844,11507,29376
2204,1780,25920
1893,3837,26784
657,930,25632
352,3147,25344
6709,10971,29376
820,1589,25920
1429,1629,26208
2058,4245,27072
1040,1795,26208
911,525,24480
2139,2607,26496
4212,7781,28512
423,356,24768
1198,2391,25920
4110,6755,27648
1157,645,24768
262,410,24192
525,1949,25920
1119,611,24768
737,662,25344
10299,18267,30816
279,320,24480
1173,1129,25632
728,776,25632
1416,3316,25920
334,381,24480
177,338,23904
4658,8411,28800
1056,992,25632
1798,959,25056
4242,6132,27936
9470,12371,29376
159,284,24192
327,333,24192
1683,2037,26208
13669,25790,30240
603,1557,25920
1127,598,24768
7030,9650,28800
2270,2806,27360
1346,1047,25632
2079,1989,26208
1270,1562,25632
327,337,23904
572,404,24480
570,501,24192
1339,1460,25920
1872,915,24480
657,743,25056
4836,4900,27648
760,1869,25920
141,303,24768
855,561,24480
7942,14408,29952
7587,12349,29376
9336,15692,30816
7102,9629,29376
1140,1772,26208
7563,5887,27936
756,1987,25632
11977,23832,31392
612,440,24768
1257,654,24768
1842,1667,25920
6666,10274,28800
1201,1960,25632
2797,2963,26208
1354,1188,25920
560,668,25056
1355,1785,25632
425,1074,25344
998,1427,25632
943,1192,25344
554,2306,25920
977,784,24768
2234,5868,26496
614,410,24480
1312,1854,25344
3956,5581,27936
4581,7007,28512
2174,1403,25632
534,1245,24768
937,1604,25920
7423,8553,28512
605,646,25056
760,1040,25344
934,1667,26208
322,427,24480
3707,8502,28512
1093,472,24480
3964,8556,27072
679,527,24192
3680,4308,27072
917,1651,25632
5904,16155,30528
1816,1499,25632
3939,2628,26784
245,1345,25344
6992,18433,29952
1396,1641,26208
1518,1018,24480
1799,1578,25920
13363,23277,33120
1115,1688,23904
2113,1691,25920
16445,39950,36288
650,1544,25056
4301,7944,28512
2596,10019,26496
2561,2301,25920
1247,1691,25344
6877,14753,30528
3162,4567,27648
398,412,24192
1607,702,24480
529,1028,25632
3669,4483,26784
473,484,23904
2223,2264,26208
291,314,24480
443,742,24768
2947,3141,26208
1893,2431,25920
1647,1654,26208
3506,5085,27360
1689,2204,26208
3409,3024,26208
673,460,24192
412,383,24480
229,294,24192
582,393,24192
2393,1928,25344
3108,7658,26496
1895,3336,26784
951,506,24768
684,1544,25344
193,368,24192
828,929,25632
5786,6770,27936
451,895,25632
3688,9798,28800
1204,2427,25920
1098,961,25056
377,577,24192
641,523,24480
25131,36183,36000
688,1634,25056
7264,18248,30816
536,429,24768
1043,554,24768
4819,9555,28800
2277,2159,25632
338,395,24768
4047,4084,27072
87,364,24192
171,308,24480
310,397,24480
645,426,24192
1768,801,24480
2721,4747,26784
679,444,24480
938,1135,25632
465,347,24480
1754,1713,25920
1540,2411,25920
988,590,24768
413,826,25344
1065,1475,25632
155,985,24192
4157,6162,28224
2490,1024,24768
375,470,24480
1284,1833,25632
1232,724,24480
454,374,24192
1247,856,24480
8418,14979,30240
4898,5877,27936
1770,3099,27072
2507,3932,26784
575,546,24768
5986,13665,30240
1176,524,24480
241,332,24480
1624,2033,26208
1312,905,25344
191,302,24192
210,320,24480
1446,1790,25632
1048,1211,26208
3118,4688,27936
3397,3628,27360
3278,4686,26208
5905,9159,28800
246,939,23904
14569,19647,30528
783,421,24480
727,526,24480
2303,7427,27936
970,566,24192
7091,11975,28224
6105,10150,28800
7858,14334,29664
1152,1520,25344
356,419,24768
252,812,25344
1671,1288,25920
3210,3309,27072
954,1223,25632
857,831,24480
382,393,24192
7283,15782,30816
1904,2652,26496
5850,10291,29088
481,723,25056
369,562,23904
87,261,23616
2580,4398,26208
1169,1700,25632
20996,33120,35136
1039,997,25632
4060,7154,28224
943,1106,25344
464,1138,25632
791,1533,25344
163,390,23904
14677,15722,30528
1095,1667,26208
736,883,25632
689,2686,25344
1563,1741,25920
1008,3906,25920
687,1494,24768
2940,7522,28512
2819,6933,27648
628,504,23904
4305,5539,26784
1495,1657,25920
87,236,23904
855,842,24480
432,1021,25344
1431,2238,25920
1365,704,25056
581,492,24768
662,451,24480
3937,8810,28224
650,471,24480
672,1030,25632
1683,1371,25056
1120,528,24768
1541,855,25056
498,620,24768
954,1627,25632
470,447,24192
87,250,24192
1600,2137,26208
9533,20726,32256
1384,1052,24192
3179,3044,26784
178,309,24480
1522,2504,25632
560,369,24480
4300,4884,27360
2540,4762,27072
4253,6293,27360
887,465,24480
762,465,23904
2596,2486,25920
1491,1730,25632
179,275,24192
3779,4115,27360
3066,8000,27360
1660,2313,25920
8611,16799,29664
3141,3870,27360
5113,11613,29376
18298,37554,33120
406,482,24480
706,3065,25920
2059,2853,26496
138,388,24480
334,352,24192
1968,3390,27072
774,1107,25632
3389,2221,25344
564,421,24192
3182,5845,27648
6599,9471,29376
1279,4495,26496
1191,2300,25920
3914,3874,26784
1657,1363,25632
9048,15553,29952
2915,3914,27072
2382,1962,25632
3127,5899,27360
1183,1825,25632
12283,26333,30816
8922,15969,30816
481,371,24192
3298,5528,28224
642,1109,25632
304,342,24480
1509,1772,26208
9536,10508,29088
4081,3758,26784
2826,1885,26208
427,346,24480
4321,5747,27648
2202,3882,26784
991,1740,26208
1645,2275,25632
11580,19849,31968
173,290,24480
2030,2128,26208
494,443,24480
28438,47319,38880
1012,791,24480
301,295,23616
783,1198,26208
6173,10948,28800
6868,8782,28800
1737,5949,27072
2494,3068,25920
4503,8194,26496
1244,627,24480
5693,9733,29376
1608,1198,24768
5932,13378,29664
1089,854,25632
2786,6587,27936
4160,7776,28800
9948,17299,30816
314,428,24768
3300,4912,26784
1176,2011,25632
1408,935,24480
279,803,25344
498,427,24768
937,524,24192
770,520,24480
3780,5496,27648
2112,2914,27072
1416,2484,26208
12966,15769,30528
1897,1460,26208
3016,4733,27360
357,457,24480
959,3070,27072
1065,823,25344
2027,2061,25920
6192,11998,29088
9099,13792,30240
2071,4617,27360
669,437,24480
783,1862,25920
1078,696,24768
175,280,24192
553,711,25056
8097,11428,29664
1851,1816,25920
281,364,24192
448,419,24480
5123,9827,29088
2101,2520,25920
433,438,24480
1981,2726,26496
269,336,24480
1338,1212,25632
1574,1293,25632
26847,49096,38592
5566,6974,28512
1969,2127,26496
183,348,24480
2808,3592,27072
331,383,24768
216,364,24480
772,1307,25920
278,385,23904
1021,718,24192
245,790,25344
9582,14160,30816
4232,6171,27648
814,657,24768
87,245,24480
87,256,24480
594,794,23904
304,648,24192
1696,1808,25632
87,257,24480
1625,1255,26208
1396,1586,26208
1361,2072,25344
1225,1739,25920
709,473,24480
452,1914,25344
9661,12220,29376
240,308,24768
2152,3391,26784
2802,4289,26784
298,336,24192
4153,3866,27072
407,442,24480
678,379,24768
1267,2070,26208
1167,1366,25920
9289,13521,28800
1946,1859,25632
6159,12314,28512
431,647,24192
173,279,24768
260,352,24192
4468,5077,27360
904,899,25632
5666,11775,29664
6688,12253,29376
2435,3184,25920
688,1081,25056
432,878,25920
721,1156,25920
6515,12267,29664
1643,1801,26208
1094,643,24768
1528,4039,26496
151,329,23904
893,1144,25056
4720,6261,28224
1313,616,25056
789,1112,25920
1349,1778,25920
3500,4696,26784
5974,5404,27936
1421,728,25344
1361,735,25056
455,894,25920
4586,7130,28224
578,535,23904
808,1814,25920
245,356,24768
195,288,24192
136,301,24192
1133,1988,26208
1708,3948,26784
3814,3171,26208
597,387,24480
